question,outcome,category,resolution_date,volume,market_id,closed
"Will the Liberal Party win the popular vote in Canada's next election?","Yes","","2025-10-20T00:00:00Z",0,"0x4c48d72bee2347ee0a0802850be8a7f36d318b405fb4bacbba455eb8a68dc6a3",true
"Will another party win the popular vote in Canada's next election?","No","","2025-10-20T00:00:00Z",0,"0x2dae146105569fc37e2c7365f540fd7028b3c1a42fcc1fca7f0dbd9902624e15",true
"Will the New Democratic Party win the popular vote in Canada's next election?","No","","2025-10-20T00:00:00Z",0,"0x3e15582e2252432aa69de4d284d0384c8812794274e14daa68a0a40fb80c67ed",true
"Will Kylian Mbappe win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0xfceb042f4d642ac32916dba1f0aba342ac8d3061205747c1959bec1c0aee1e43",true
"Will  Nuno Mendes win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0xef309dee0d44dcdc1ba65140d5ce775d06e709627c2a97f15f9b8201bbfb2b06",true
"Will Lautaro Martínez win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0x611f34804ed4f35b72c0e5d92ca9ce09ca70be8e573a891add05b0a355d1024c",true
"Will Erling Haaland win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0x94c3c43ab1bfdf97cc60c96845294063ead8d4fd6de59f802ff157e50a44651a",true
"Will Virgil van Dijk win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0xfa3dca16494fac732f8fc3e4f0061996a065733d03f1e0555c5b00895945b6ae",true
"Will Cole Palmer win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0xe55ddfb168edb8044832a3a0b201b923fe5bc7f88fdddd2b27427a453022a337",true
"Will Pedri win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0x22a28e93b887c654f6f2741376489e5ce30420bb73ed9a23962529857c4be567",true
"Will Jamal Musiala win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0x4e5ba895aae2e740a141811e73a3a01649017e8e840f5094d385c19dbfe7cd2c",true
"Will Achraf Hakimi win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0xb88942c75227948b320b231b6390c19bcdb486e8801f2b626105f0b683bf7517",true
"Will Gianluigi Donnarumma win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0x43f20d6db57ed63e7e02184dafccea595828efb321f5d3206b55a4416da2ebce",true
"Will Robert Lewandowski win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0x2ad8f879ef5b4befd518567e03c972648816df918ed7bb03fa4f6bbf79975532",true
"Will Desire Doue win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0xa7a50227ef748231d90652dc4fbe15d1d7fb52121d0b33e9be03a48463682a16",true
"Will Alexander Isak win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0xf8b487261c924bbf63a422effd23e80381d152441249ace2aa13af4ab8137a36",true
"Will Federico Valverde win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0x61e3e935bc417b23df423c8eb788c657620c6cb850ed28d73ed429a9ba6fae95",true
"Will de Goes Rodrygo win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0x612e354e6b36704334d47025db5ddbf4d2c5e53732279a7ff6cbbe765dc0ce97",true
"Will Jose Vinicius Junior win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0xf513ac8ba9915f8da013900cf283d1800104e8789cb90b4fea176cc4e03df47c",true
"Will Ousmane Dembele win the 2025 Ballon d'Or?","Yes","","2025-10-26T00:00:00Z",0,"0x63276180dff2062f707fe30e06ab8b1c7d81b0194a2d8b97f176896c96acc19f",true
"Will Mohamed Salah win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0x290081970be4e723fac76789f90ba127bde72f1f0eea3c12e215e7e1110b53cc",true
"Will Jude Bellingham win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0x5c9847f65f9c4b05e19e08b5b1b82067822adc126a031bf1c1862a7a769af5b2",true
"Will Vitinha win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0xd67c3eea6e6d0bebd6b20a6289d2252a0ce40029795bba64e7b376131e76715f",true
"Will Harry Kane win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0x840dac9dd056b076d5286872569bb71ab0095ecd2d9b34aec8479ee7a41dfba6",true
"Will Raphinha win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0x7fe3188360be59e9ca10cd65c3f4577abf3dac94578fcf69e854b14a032604a6",true
"Will Lamine Yamal win the 2025 Ballon d'Or?","No","","2025-10-26T00:00:00Z",0,"0xb9ec4394b00a43b7fecca64fd351f714ee6ee8bb241c2e04ecf89f0eeeb32cd4",true
"Will the Conservatives win between 170-179 seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0x51d61e53c016d19e8bfe0b7a5334bab3689ffff880fa08c0d1e278800a96d88b",true
"Will the Conservatives win between 100-119 seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0x5a1e95716ced25cf3fb868606fc17ae5e258011a166a9cc39682ac8c3062b347",true
"Will the Conservatives win between 180-189 seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0x9b76ffc534c877a9e579cb099eb563f64c852abb0384e99255b6eb536138fcc3",true
"Will the Conservatives win between 120-139 seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0xe503d2ca11ec7c46b5cfbf29a91d5eed17eef79cb866432633d163b285ebc0f5",true
"Will the Conservatives win between 190-210 seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0x8f03165be56ead480596a8dd1d8dd46c7b3a403fcd9dfd33e4fa91227ce0ed57",true
"Will the Conservatives win between 140-149 seats in the next Canadian Election?","Yes","","2025-10-20T00:00:00Z",0,"0x429e8a18f7d735891d10b4c3d5fb69a9b8b4df21e28005ce0b57518637bb042c",true
